PROGRAM_ID,TITLE,Generated_Tags,Actual_Tags,Matching_Tags_Count
tt4025514,Suburra,['violence' 'murder' 'flashback' 'neo noir'],['murder' 'revenge' 'violence'],2
tt0028333,Swing Time,['entertaining' 'romantic' 'humor'],['romantic'],1
tt0043118,"Walk Softly, Stranger",['flashback' 'romantic' 'murder' 'suspenseful' 'boring'],['revenge'],0
tt0086381,Stryker,['violence'],['cult' 'grindhouse film' 'violence'],1
tt2836166,Punk's Dead: SLC Punk 2,['murder' 'violence' 'comedy' 'flashback' 'satire' 'cult'],['philosophical' 'romantic'],0
tt0049041,C.I.D.,['murder' 'cult'],['murder'],1
tt0995829,XXY,['romantic'],['queer'],0
tt0092493,'Crocodile' Dundee II,['violence' 'murder' 'humor'],['murder'],1
tt5583512,Cardinal,['romantic'],['sadist'],0
tt1280822,Drop Dead Diva,['revenge' 'cult' 'good versus evil'],['paranormal'],0
tt0215135,Route 666,['violence' 'murder' 'revenge' 'comedy' 'flashback' 'suspenseful'],['flashback' 'paranormal' 'violence'],2
tt1645131,Romeo & Juliet,['romantic' 'tragedy' 'murder' 'revenge' 'action'],['romantic'],1
tt0055633,The Young Savages,['murder' 'neo noir'],['murder'],1
tt0243736,40 Days and 40 Nights,['prank'],['adult comedy' 'comedy' 'flashback' 'romantic'],0
tt0293437,The Music Man,['romantic'],['romantic'],1
tt1124060,Number One with a Bullet,['murder'],['violence'],0
tt0118892,Dangerous Beauty,['melodrama' 'romantic' 'murder' 'flashback'],['cruelty' 'historical' 'melodrama' 'sadist'],1
tt0277689,Elektra,['flashback' 'violence' 'romantic' 'entertaining'],['tragedy'],0
tt1360767,A Dangerous Man,['murder' 'violence' 'revenge' 'suspenseful' 'neo noir'],['neo noir' 'revenge' 'violence'],3
tt0081613,The Tempest,['fantasy'],['avant garde' 'insanity' 'psychedelic' 'revenge'],0
tt5091548,Justice League vs. Teen Titans,['violence' 'good versus evil' 'murder' 'revenge'],['good versus evil'],1
tt0060586,Kenka erejî,['flashback' 'violence' 'cruelty'],['comic' 'satire'],0
tt0083789,Danton,['murder' 'action' 'historical fiction'],['allegory' 'avant garde' 'historical' 'intrigue' 'murder'],1
tt0043276,Along the Great Divide,['murder' 'violence'],['revenge'],0
tt0045039,Plymouth Adventure,['sentimental' 'dramatic' 'flashback'],['romantic'],0
tt0116250,Evita,['romantic' 'satire' 'flashback' 'historical' 'melodrama'],['avant garde' 'boring' 'cult' 'dramatic' 'historical' 'murder'],1
tt0040779,Shed No Tears,['murder'],['murder'],1
tt0423370,This Revolution,['violence'],['avant garde' 'flashback' 'romantic' 'violence'],1
tt0037611,Conflict,['romantic'],['murder' 'romantic'],1
tt0118111,Waiting for Guffman,['satire' 'entertaining'],['entertaining' 'humor' 'psychedelic' 'satire'],2
tt0073470,Nude per l'assassino,['murder'],['cruelty' 'cult' 'horror' 'murder' 'pornographic' 'violence'],1
tt0439815,Slither,['violence' 'murder'],['comedy' 'cult' 'entertaining' 'flashback' 'horror' 'murder' 'violence'],2
tt0148103,Emporte-moi,['romantic'],['autobiographical'],0
tt0030033,The Daffy Doc,['psychedelic'],['psychedelic'],1
tt0881200,Ji jie hao,['flashback' 'violence'],['anti war' 'tragedy' 'violence'],1
tt0039312,Desire Me,['romantic' 'tragedy'],['melodrama' 'romantic'],1
tt0389910,Death in Venice,['romantic' 'tragedy' 'flashback'],['romantic'],1
tt0013140,Foolish Wives,['murder'],['comedy' 'melodrama'],0
tt0093999,Snow White,['fantasy'],['fantasy' 'murder'],1
tt0963208,Where in the World Is Osama Bin Laden?,['satire'],['satire'],1
tt0085894,The Man with Two Brains,['murder' 'flashback' 'cult' 'comedy' 'mystery'],['absurd' 'adult comedy' 'comedy' 'cult' 'entertaining' 'murder' 'satire'],3
tt0077523,Every Which Way But Loose,['violence'],['comedy' 'prank' 'violence'],1
tt0120587,Antz,['flashback' 'entertaining' 'violence' 'comedy' 'boring' 'humor' 'action'],['avant garde' 'entertaining' 'satire' 'violence'],2
tt0073906,The Wind and the Lion,['violence' 'action'],['action' 'historical fiction' 'intrigue' 'murder'],1
tt0119137,Flubber,['romantic'],['romantic'],1
tt0014759,Captain Blood,['action' 'violence' 'murder' 'historical fiction'],['action' 'violence'],2
tt1295071,Tales of the Black Freighter,['violence' 'revenge'],['insanity' 'murder' 'violence'],1
tt1272878,2 Guns,['murder' 'violence' 'revenge' 'flashback' 'action' 'neo noir'],"['comedy' 'flashback' 'humor' 'murder' 'neo noir' 'revenge' 'romantic'
 'violence']",5
tt0034399,A Woman's Face,['murder' 'melodrama'],['flashback' 'melodrama' 'murder' 'suspenseful'],2
tt0786915,The Adventures of Robin Hood,['action' 'violence' 'historical fiction' 'murder' 'good versus evil'],['historical fiction'],1
tt4237402,Carnage,['satire'],['revenge'],0
tt0109771,Farinelli,['romantic' 'flashback'],['flashback' 'romantic'],2
tt0047119,An Inspector Calls,['murder'],['flashback'],0
tt1731141,Ender's Game,['philosophical'],['action' 'anti war' 'revenge' 'satire' 'stupid' 'violence'],0
tt0472062,Charlie Wilson's War,['murder'],['entertaining' 'historical' 'satire'],0
tt3142428,The Perfect Host: A Southern Gothic Tale,['murder' 'cult' 'violence'],['gothic' 'haunting' 'horror' 'romantic' 'suspenseful'],0
tt0049263,The Girl Can't Help It,['romantic' 'comedy'],['cult'],0
tt0079781,Real Life,['satire' 'comedy'],['satire'],1
tt0107731,Aa! Megamisama!,['psychedelic'],['cult'],0
tt0046440,Tom Tom Tomcat,['psychedelic'],['psychedelic'],1
tt1185616,Vals Im Bashir,['violence' 'murder'],"['autobiographical' 'flashback' 'historical' 'psychedelic' 'psychological'
 'sentimental' 'storytelling' 'thought-provoking']",0
tt0097824,The Man in the Brown Suit,['murder'],['flashback' 'murder'],1
tt0142234,Doragon bôru Z: Sûpâ senshi gekiha! Katsu no wa ore da,['violence' 'good versus evil'],['violence'],1
tt0337881,Blind Horizon,"['murder' 'flashback' 'suspenseful' 'violence' 'psychological' 'mystery'
 'horror' 'atmospheric' 'dark' 'psychedelic']",['flashback'],1
tt0032651,Johnny Apollo,['murder' 'romantic' 'violence' 'revenge' 'tragedy'],['murder'],1
tt0437863,The Benchwarmers,['entertaining' 'humor'],['comedy' 'humor' 'prank'],1
tt0200669,The Golden Bowl,['romantic' 'dramatic' 'comedy'],['flashback'],0
tt0065520,Cannon for Cordoba,['violence' 'revenge' 'murder'],['melodrama' 'violence'],1
tt0053619,L'avventura,['romantic'],['mystery'],0
tt0038453,The Dark Corner,['murder'],['murder'],1
tt1995341,It's a Disaster,['comedy' 'satire' 'adult comedy'],['comedy'],1
tt0000709,Julius Caesar,['tragedy' 'murder'],['tragedy'],1
tt0103243,Where Angels Fear to Tread,['romantic' 'melodrama'],['romantic'],1
tt0028696,The Case of the Stuttering Pig,['psychedelic'],['horror'],0
tt0013496,Phantom,['murder' 'revenge'],['flashback' 'insanity' 'murder' 'romantic'],1
tt0091256,Ijaazat,['flashback' 'revenge'],['flashback'],1
tt0109255,Der bewegte Mann,['romantic' 'psychedelic' 'comedy' 'flashback' 'sentimental' 'dramatic'],['comedy'],1
tt0090015,Shoah,['murder' 'historical'],['cruelty'],0
tt0243759,The American Astronaut,['psychedelic' 'cult' 'murder'],['absurd' 'comedy' 'cult' 'psychedelic'],2
tt0103805,Beyond the Law,['violence' 'murder'],['flashback' 'murder' 'neo noir' 'romantic' 'violence'],2
tt0105869,Yao shou du shi,"['violence' 'paranormal' 'murder' 'horror' 'psychedelic' 'suspenseful'
 'dark' 'haunting']",['allegory' 'psychedelic' 'sci-fi'],1
tt0076365,Mirrors,"['murder' 'flashback' 'suspenseful' 'violence' 'horror' 'paranormal'
 'insanity' 'psychedelic' 'haunting' 'psychological']",['revenge'],0
tt0069628,Semnadtsat mgnoveniy vesny,['murder'],['intrigue' 'suspenseful'],0
tt0097444,Gojira vs. Biorante,['cult' 'violence'],['paranormal'],0
tt0146309,Thirteen Days,['historical'],['historical' 'suspenseful'],1
tt0096252,Tezaab,['romantic' 'revenge' 'murder'],['flashback' 'revenge' 'romantic'],2
tt2345613,Leprechaun: Origins,['violence' 'good versus evil' 'revenge'],['violence'],1
tt0082173,Le choix des armes,['murder'],['violence'],0
tt0489853,The Ten Commandments: The Musical,['violence' 'murder' 'melodrama' 'tragedy' 'historical'],['historical fiction'],0
tt0078718,...and justice for all.,['murder' 'violence' 'flashback' 'neo noir' 'revenge'],['dramatic' 'mystery' 'satire'],0
tt1020937,Awarapan,['murder' 'flashback'],['flashback' 'romantic' 'violence'],1
tt2044801,Kite,"['murder' 'neo noir' 'violence' 'flashback' 'suspenseful' 'revenge'
 'mystery']",['flashback' 'murder' 'neo noir' 'revenge' 'sadist' 'violence'],5
tt0077945,La montagna del dio cannibale,['cult'],['cruelty' 'romantic' 'sadist' 'violence'],0
tt0055719,The 300 Spartans,['violence' 'action' 'historical fiction' 'historical'],['murder' 'violence'],1
tt0052918,Imitation of Life,['melodrama' 'romantic'],['melodrama'],1
tt0032034,Thunder Afloat,['romantic' 'violence'],['revenge'],0
tt0071437,Double Agent 73,"['murder' 'violence' 'cult' 'comedy' 'flashback' 'satire' 'suspenseful'
 'revenge']",['cult' 'grindhouse film'],1
tt0039410,The Gangster,['murder' 'neo noir' 'revenge'],['murder' 'violence'],1
tt1430615,Big Miracle,['boring'],['boring'],1
tt0123948,Cure,"['murder' 'cult' 'violence' 'horror' 'suspenseful' 'psychedelic'
 'insanity' 'paranormal']","['flashback' 'insanity' 'murder' 'neo noir' 'philosophical' 'psychedelic'
 'psychological' 'suspenseful']",4
tt0065911,Jane Eyre,['romantic' 'insanity' 'cruelty' 'gothic' 'flashback' 'sadist' 'haunting'],['dramatic'],0
tt1129441,ThanksKilling,['violence' 'murder' 'flashback' 'cult' 'revenge'],['cult' 'revenge'],2
tt0297012,Bandido,['violence'],['violence'],1
tt0099371,Days of Thunder,['cult'],['comedy' 'revenge'],0
tt2236160,Nightlight,"['murder' 'neo noir' 'violence' 'revenge' 'flashback' 'comedy'
 'suspenseful']",['horror' 'murder' 'violence'],2
tt0421482,Winx Club,['fantasy'],['fantasy'],1
tt0395119,Alatriste,['romantic' 'murder' 'action' 'violence'],['action' 'boring' 'cruelty' 'intrigue' 'murder' 'revenge' 'violence'],3
tt0222812,Beyond Re-Animator,['murder' 'violence' 'sadist' 'suspenseful' 'insanity' 'cult' 'cruelty'],"['cruelty' 'good versus evil' 'insanity' 'murder' 'sadist' 'tragedy'
 'violence']",5
tt0273822,Mockingbird Don't Sing,['flashback'],['flashback'],1
tt0043479,Drip-Along Daffy,['psychedelic'],['psychedelic' 'violence'],1
tt0075824,Cet obscur objet du désir,"['flashback' 'murder' 'dramatic' 'philosophical' 'depressing'
 'storytelling' 'boring' 'psychological']",['absurd' 'psychedelic' 'romantic' 'satire' 'whimsical'],0
tt2243537,A Haunted House,['paranormal' 'prank' 'flashback' 'home movie'],['comedy' 'flashback' 'humor' 'paranormal'],2
tt1242516,Barbarossa,['murder' 'violence' 'historical' 'tragedy'],['violence'],1
tt0256692,Chori Chori Chupke Chupke,['flashback' 'romantic'],['flashback' 'romantic'],2
tt0108311,The Temp,"['violence' 'flashback' 'murder' 'suspenseful' 'entertaining' 'revenge'
 'comedy' 'humor' 'boring' 'neo noir']",['murder'],1
tt0460902,Played,"['murder' 'flashback' 'revenge' 'neo noir' 'violence' 'comedy'
 'suspenseful']",['flashback' 'murder' 'revenge'],3
tt0091251,Idi i smotri,['murder' 'violence'],"['anti war' 'bleak' 'insanity' 'murder' 'psychedelic' 'realism' 'revenge'
 'tragedy' 'violence']",2
tt0415306,Talladega Nights: The Ballad of Ricky Bobby,['cult'],['adult comedy' 'boring' 'comic' 'entertaining'],0
tt0040647,No Orchids for Miss Blandish,['murder' 'revenge' 'violence' 'neo noir' 'flashback'],['romantic'],0
tt0156887,Pafekuto buru,['murder' 'insanity' 'cruelty'],['insanity' 'murder' 'psychedelic' 'psychological' 'violence'],2
tt0108895,The Pink Panther,['bleak'],['psychedelic'],0
tt0243220,Disappearing Acts,['romantic' 'violence' 'melodrama' 'flashback'],['romantic'],1
tt0101437,Beta,['revenge' 'romantic' 'melodrama'],['cruelty' 'melodrama' 'romantic'],2
tt0036334,Scrap Happy Daffy,['psychedelic'],['psychedelic'],1
tt0069732,Arnold,['murder' 'suspenseful' 'paranormal' 'horror'],['cult' 'murder'],1
tt0031110,Blue Montana Skies,['murder'],['comedy' 'murder' 'revenge'],1
tt0390733,Last Exile,['good versus evil'],['sci-fi'],0
tt0036452,Tortoise Wins by a Hare,['psychedelic'],['psychedelic'],1
tt0075223,Silver Streak,['murder'],['comedy' 'cult' 'murder' 'violence'],1
tt0067916,Up Pompeii,['murder'],['historical fiction'],0
tt0102258,Lamhe,['romantic'],['romantic'],1
tt1208716,Person of Interest,"['murder' 'violence' 'suspenseful' 'sci-fi' 'neo noir' 'revenge'
 'psychedelic' 'flashback']",['dark' 'flashback' 'neo noir' 'revenge'],3
tt0122355,Mortal Kombat: Defenders of the Realm,['violence' 'good versus evil' 'psychedelic' 'murder' 'revenge'],['good versus evil' 'violence'],2
tt1740299,The Man in the High Castle,['flashback'],['alternate history' 'alternate reality'],0
tt0182996,Don't Go in the Woods,['violence'],"['cruelty' 'cult' 'dark' 'flashback' 'murder' 'revenge' 'sadist'
 'violence']",1
tt0089886,Real Genius,['flashback' 'psychedelic'],['cult' 'prank' 'revenge'],0
tt0063568,Se incontri Sartana prega per la tua morte,['violence' 'murder' 'revenge'],['cruelty' 'cult' 'dark' 'murder' 'sadist' 'violence' 'western'],2
tt0051516,Damn Yankees!,['comedy' 'entertaining' 'flashback'],['fantasy'],0
tt0169880,Shin seiki Evangelion Gekijô-ban: Shito shinsei,['psychedelic' 'violence' 'cult' 'insanity' 'horror' 'flashback'],['psychedelic' 'violence'],2
tt0448114,Shadow Man,['violence'],['violence'],1
tt0172684,Kuch Kuch Hota Hai,['romantic' 'flashback'],['flashback'],1
tt3321300,Spooks: The Greater Good,['murder' 'neo noir' 'violence' 'suspenseful' 'comedy' 'mystery' 'humor'],['flashback' 'murder' 'neo noir' 'revenge' 'suspenseful' 'violence'],4
tt0077711,Höstsonaten,['flashback' 'storytelling' 'psychological' 'home movie'],['bleak' 'claustrophobic' 'flashback' 'suspenseful'],1
tt0069417,Estratto dagli archivi segreti della polizia di una capitale europea,['murder' 'cult' 'horror' 'gothic' 'insanity' 'paranormal'],['flashback' 'gothic' 'violence'],1
tt0114108,The Pebble and the Penguin,['good versus evil'],['cult' 'romantic'],0
tt0117592,Seduced by Madness: The Diane Borchardt Story,['murder' 'violence'],['murder'],1
tt0058007,Devil Doll,['revenge' 'murder' 'melodrama'],['paranormal' 'suspenseful'],0
tt0019976,Hell's Heroes,"['murder' 'suspenseful' 'violence' 'mystery' 'neo noir' 'cult' 'realism'
 'dark']",['murder'],1
tt0206275,Save the Last Dance,['romantic'],['flashback' 'romantic' 'violence'],1
tt0113843,Mommy,['violence' 'flashback'],['murder' 'violence'],1
tt0039631,Monsieur Verdoux,"['murder' 'flashback' 'dramatic' 'romantic' 'neo noir' 'depressing'
 'boring' 'suspenseful' 'realism']",['comedy' 'depressing' 'murder' 'satire'],2
tt0055783,Bees Saal Baad,['flashback'],['murder' 'suspenseful'],0
tt0229907,The Midnight Special,['murder' 'cult' 'suspenseful' 'mystery' 'psychedelic'],['non fiction'],0
tt0068719,The Hound of the Baskervilles,['murder' 'paranormal'],['haunting' 'murder'],1
tt1285309,The Joneses,['flashback' 'entertaining' 'comedy'],['satire'],0
tt0067243,Assault,['murder' 'flashback'],['murder'],1
tt1692489,James Bond 007: Blood Stone,['murder' 'violence' 'suspenseful' 'revenge'],['violence'],1
tt0054674,Beep Prepared,['psychedelic'],['psychedelic'],1
tt0054460,Warui yatsu hodo yoku nemuru,"['murder' 'flashback' 'neo noir' 'suspenseful' 'violence' 'realism'
 'dramatic']",['murder' 'neo noir' 'revenge'],2
tt0103843,Blown Away,"['violence' 'revenge' 'good versus evil' 'cult' 'action' 'murder'
 'flashback']",['murder' 'romantic' 'violence'],2
tt0282628,Jan Dara,['melodrama' 'revenge' 'tragedy' 'cruelty' 'murder'],['melodrama' 'revenge'],2
tt0099277,Class of 1999,['violence' 'murder' 'revenge'],['cult' 'murder' 'revenge' 'violence'],3
tt1100051,Bereavement,['violence' 'murder' 'suspenseful'],['cult'],0
tt0048158,Hell on Frisco Bay,['murder' 'violence'],['revenge'],0
tt0325761,Luster,['murder'],['romantic' 'sadist'],0
tt2378000,Pridyider,['cult' 'violence'],['murder'],0
tt0094621,Agni Natchathiram,['flashback' 'romantic'],['suspenseful' 'violence'],0
tt0435696,The Mechanik,['murder' 'flashback' 'violence' 'neo noir' 'revenge'],['murder' 'revenge' 'sadist' 'violence'],3
tt0275067,Wendigo,['murder' 'violence' 'horror' 'flashback' 'suspenseful' 'cult'],['haunting'],0
tt3949950,Banshee,['fantasy'],['horror'],0
tt0402716,Witch Hunter Robin,"['psychedelic' 'murder' 'good versus evil' 'cult' 'sci-fi' 'violence'
 'humor']",['murder' 'neo noir' 'paranormal'],1
tt0111835,Zhong Nan Hai bao biao,['romantic' 'murder' 'violence'],['flashback' 'murder' 'revenge' 'violence'],2
tt1431191,Wrong Side of Town,['violence' 'revenge' 'murder'],['revenge'],1
tt0119873,Warriors,['violence' 'murder' 'suspenseful' 'neo noir' 'realism' 'cult' 'comedy'],['violence'],1
tt1308729,Bullet to the Head,['murder' 'revenge' 'flashback' 'comedy' 'neo noir' 'violence'],['flashback' 'murder' 'revenge' 'violence'],4
tt0130216,The Redeemer: Son of Satan!,['violence'],['cult' 'murder'],0
tt0421045,Bickford Shmeckler's Cool Ideas,['flashback'],['philosophical'],0
tt0470055,Open Water 2: Adrift,['murder' 'violence' 'horror' 'suspenseful'],['flashback'],0
tt1666642,Revenge of the Bridesmaids,['entertaining' 'comedy'],['revenge'],0
tt0106179,The X Files,"['psychedelic' 'cult' 'action' 'violence' 'good versus evil' 'murder'
 'humor']",['cult' 'paranormal' 'suspenseful'],1
tt1295068,Prodigal Sons,['melodrama'],['autobiographical' 'home movie' 'violence'],0
tt1780798,Clown,['violence' 'paranormal' 'horror' 'flashback' 'gothic' 'cult'],['murder'],0
tt0109068,Airheads,['comedy' 'satire' 'entertaining' 'humor' 'cult'],['comedy' 'cult'],2
tt0291140,DuckTales 2,['action'],['good versus evil'],0
tt0280760,Igby Goes Down,"['flashback' 'violence' 'dramatic' 'depressing' 'murder' 'boring'
 'realism' 'sentimental' 'melodrama']",['comedy' 'dark' 'flashback' 'murder' 'psychedelic' 'storytelling'],2
tt2842418,Batman: Arkham Origins,['violence' 'murder' 'sadist' 'suspenseful'],['gothic' 'plot twist' 'romantic'],0
tt0111093,Scorned,['revenge' 'murder'],['murder' 'revenge'],2
tt0070795,A Thief in the Night,['psychedelic'],['christian film'],0
tt0038586,Hair-Raising Hare,['psychedelic'],['comic'],0
tt0120550,Zeus and Roxanne,['romantic' 'psychedelic'],['romantic'],1
tt0024631,Supernatural,['paranormal'],['murder' 'paranormal' 'revenge'],1
tt0103186,Vacas,['flashback' 'romantic'],['murder' 'romantic' 'violence'],1
tt0962711,The Objective,['suspenseful' 'paranormal' 'cult' 'horror'],['psychedelic' 'violence'],0
tt3171832,iBoy,['murder' 'violence' 'neo noir' 'revenge'],['revenge'],1
tt1270296,The Killing Jar,['murder'],['murder' 'violence'],1
tt0482546,Miss Potter,['romantic'],['fantasy' 'flashback' 'storytelling'],0
tt0158714,Shurayukihime,['revenge' 'flashback' 'murder' 'violence' 'tragedy'],['cult' 'flashback' 'good versus evil' 'murder' 'revenge' 'violence'],4
tt2235542,Big Top Scooby-Doo!,['horror' 'psychedelic' 'flashback'],['horror'],1
tt4641828,Todd McFarlane's Spawn 2,"['violence' 'cult' 'good versus evil' 'psychedelic' 'murder' 'comedy'
 'humor']",['violence'],1
tt0056751,Doctor Who,['psychedelic' 'cult'],['mystery'],0
tt0044850,The Lost Hours,['murder'],['murder'],1
tt0146315,Tom's Midnight Garden,['romantic'],['flashback'],0
tt0032312,The Carson City Kid,['murder'],['murder' 'revenge'],1
tt0081476,La seducción,['murder' 'cult' 'violence' 'revenge'],['murder'],1
tt0107661,Navodneniye,['mystery' 'comedy'],['murder' 'romantic'],0
tt0831884,Reservation Road,['murder' 'flashback'],['revenge'],0
tt0226847,Jaanam Samjha Karo,['romantic'],['romantic'],1
tt1683970,Territories,['murder'],['sadist'],0
tt0374312,The Eliminator,['violence' 'cult'],['suspenseful' 'violence'],1
tt0043289,Antony and Cleopatra,['tragedy'],['tragedy'],1
tt0079638,Norma Rae,"['flashback' 'dramatic' 'boring' 'sentimental' 'historical' 'depressing'
 'inspiring']",['romantic'],0
tt0179183,Fortress 2,['violence' 'revenge'],['absurd' 'comedy' 'cult' 'murder' 'revenge' 'sadist' 'sci-fi' 'violence'],2
tt0308129,Conspiracy of Silence,['murder' 'violence'],['romantic'],0
tt1679332,"Ultramarines: A Warhammer 40,000 Movie",['violence' 'psychedelic'],['insanity' 'violence'],1
tt1562859,Golmaal 3,['romantic'],['comic' 'flashback'],0
tt0025031,Dangerous Corner,['romantic'],['flashback'],0
tt0109798,La fille de d'Artagnan,"['action' 'murder' 'violence' 'historical fiction' 'revenge'
 'good versus evil']",['action'],1
tt0349889,Unstoppable,['christian film'],['flashback' 'murder' 'psychedelic' 'suspenseful' 'violence'],0
tt0828462,Wide Sargasso Sea,['flashback' 'revenge' 'insanity'],['insanity'],1
tt0114306,Rumpelstiltskin,['fantasy'],['murder'],0
tt0289635,Young Adam,['flashback' 'murder' 'melodrama'],['flashback' 'murder' 'violence'],2
tt0441263,Fei hap siu baak lung,['cult' 'entertaining' 'psychedelic' 'fantasy' 'comedy'],['romantic'],0
tt0097166,Dead Bang,['murder' 'violence' 'neo noir'],['humor' 'murder' 'neo noir' 'violence'],3
tt0107319,Grey Knight,['violence' 'murder' 'historical'],['paranormal'],0
tt0107626,My Boyfriend's Back,['romantic' 'psychedelic'],['absurd' 'comedy' 'cult' 'dark' 'revenge' 'violence'],0
tt0433577,Jak 3,['good versus evil' 'sci-fi'],['good versus evil'],1
tt0811066,Shootout at Lokhandwala,['murder' 'neo noir' 'suspenseful'],['violence'],0
tt0078914,Bugs Bunny's Christmas Carol,['psychedelic'],['psychedelic'],1
tt0086022,Nostalghia,['psychedelic' 'flashback' 'murder' 'cult'],['depressing' 'philosophical' 'psychedelic' 'romantic'],1
tt0058622,The Strangler,['murder' 'revenge'],['murder'],1
tt0052302,"Too Much, Too Soon",['melodrama'],['melodrama'],1
tt0105643,Troll 2,['cult'],['cult' 'entertaining' 'fantasy' 'prank' 'romantic'],1
tt1217070,Triage,['murder' 'flashback'],['flashback' 'psychological'],1
tt2039345,Grand Piano,['murder' 'revenge' 'romantic' 'psychedelic'],['murder'],1
tt0076451,"New York, New York",['flashback' 'romantic'],['romantic'],1
tt0097008,Cameron's Closet,['paranormal' 'murder'],['paranormal'],1
tt0063742,Uno dopo l'altro,['philosophical' 'boring'],['violence' 'western'],0
tt0035009,The Mad Monster,['murder'],['murder'],1
tt0111309,The Sum of Us,['comedy' 'romantic'],['flashback'],0
tt0342172,Capturing the Friedmans,['murder' 'violence' 'flashback'],['brainwashing' 'home movie' 'romantic'],0
tt0450208,The Buzz on Maggie,['romantic'],['psychedelic'],0
tt1592154,Nikita,['murder' 'flashback' 'violence' 'suspenseful' 'revenge' 'neo noir'],['good versus evil' 'murder' 'violence'],2
tt1050739,Roadside Romeo,['romantic' 'psychedelic'],['romantic'],1
tt0113026,The Fantasticks,['romantic' 'flashback' 'psychedelic'],['comedy' 'entertaining' 'fantasy' 'romantic'],1
tt0250323,The Deep End,['murder' 'cult'],['flashback' 'melodrama' 'murder' 'neo noir' 'suspenseful' 'violence'],1
tt0114437,Shu dan long wei,['murder' 'violence' 'suspenseful' 'neo noir' 'comedy' 'revenge'],['absurd' 'comedy' 'cult' 'revenge' 'violence'],3
tt1792799,Chromeskull: Laid to Rest 2,['violence' 'murder' 'revenge'],['murder' 'violence'],2
tt1887763,Haunted - 3D,['flashback' 'romantic' 'paranormal'],['paranormal'],1
tt0030019,Cowboy from Brooklyn,['murder'],['satire'],0
tt0269401,Jigoku,['violence' 'psychedelic' 'revenge'],['cult' 'murder'],0
tt1191138,Thoda Pyaar Thoda Magic,['fantasy'],['revenge' 'romantic'],0
tt0113677,Living in Oblivion,['comedy' 'romantic' 'entertaining' 'satire'],['cult' 'flashback' 'romantic' 'satire'],2
tt1037218,Flashbacks of a Fool,['flashback' 'romantic' 'melodrama' 'storytelling'],['flashback'],1
tt0097523,"Honey, I Shrunk the Kids",['entertaining' 'comedy' 'cult' 'boring'],['comedy' 'cult' 'entertaining' 'fantasy' 'psychedelic'],3
tt0042475,A Fractured Leghorn,['psychedelic'],['psychedelic'],1
tt0346723,Chalte Chalte,['murder'],['romantic'],0
tt0084589,Le retour de Martin Guerre,['murder'],['historical'],0
tt3835080,31,['murder' 'violence' 'flashback'],['cruelty' 'murder' 'sadist' 'violence'],2
tt1942831,Company,['murder'],['romantic'],0
tt0361620,First Daughter,['melodrama'],['melodrama'],1
tt0106709,Desperate Remedies,['murder' 'romantic' 'insanity'],['comedy' 'cult' 'gothic' 'intrigue' 'melodrama' 'murder' 'violence'],1
tt0098321,Terminator II,['violence' 'suspenseful' 'murder' 'flashback' 'horror'],['violence'],1
tt0379725,Capote,['flashback' 'murder' 'violence' 'storytelling' 'suspenseful'],['boring' 'historical' 'murder' 'romantic' 'violence'],2
tt0014826,Dante's Inferno,['violence' 'psychedelic' 'satire' 'good versus evil' 'sci-fi'],['allegory' 'psychedelic'],1
tt0347546,Minority Report,['paranormal'],['murder' 'psychedelic' 'violence'],0
tt0047677,The Wild One,['murder' 'cult' 'revenge'],['cult' 'revenge' 'romantic' 'sadist'],2
tt1673423,My Babysitter's a Vampire,['violence' 'murder' 'paranormal' 'flashback'],['good versus evil'],0
tt0070689,Siddhartha,['romantic'],['philosophical' 'psychedelic' 'romantic'],1
tt0046942,Duel in the Jungle,['murder' 'mystery'],['murder'],1
tt0076770,The Strange Case of the End of Civilization as We Know It,['murder'],['absurd' 'murder' 'satire'],1
tt0091575,Murphy's Law,['murder' 'revenge' 'violence'],['comedy' 'cult' 'humor' 'murder' 'neo noir' 'revenge' 'violence'],3
tt0054494,Zazie dans le métro,['romantic'],['absurd' 'psychedelic'],0
tt0110098,I'm Mad,['comedy' 'flashback' 'entertaining' 'humor' 'revenge' 'cult' 'violence'],['psychedelic'],0
tt1548850,Misfits,['romantic' 'atmospheric' 'insanity' 'murder' 'tragedy'],['romantic'],1
tt0159931,Wyrd Sisters,"['fantasy' 'good versus evil' 'cult' 'revenge' 'entertaining' 'flashback'
 'action']",['murder'],0
tt1139644,Quantum of Solace,['murder' 'revenge' 'action'],['violence'],0
tt1695367,To Hell and Back,['historical' 'inspiring'],['paranormal'],0
tt0061680,Carry On... Follow That Camel,['violence' 'revenge'],['historical fiction'],0
tt0220218,Saiba shiti oedo 808,['murder'],['murder' 'psychedelic' 'revenge' 'sci-fi' 'violence'],1
tt0065478,Blood Mania,['murder'],['cult' 'murder'],1
tt0074193,Beauty and the Beast,['fantasy' 'romantic'],['fantasy'],1
tt0371878,Piccadilly Jim,['romantic' 'comedy'],['romantic'],1
tt0020673,Beau Ideal,['violence'],['revenge' 'romantic'],0
tt0031470,The Ice Follies of 1939,['satire'],['melodrama'],0
tt0213536,The Butter Battle Book,['psychedelic' 'murder'],['allegory'],0
tt0086964,Le big-Bang,['flashback' 'neo noir'],['adult comedy' 'cult' 'psychedelic' 'violence'],0
tt0021635,Bad Girl,['romantic' 'cute' 'entertaining' 'sentimental' 'psychedelic'],['humor'],0
